LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,DEFAULT_PAYMENT_NEXT_MONTH,TOTAL_BILL_AMT,TOTAL_PAY_AMT
200000.0,2,3,2,45,-2,-2,-2,-2,-2,-2,0,12695.0,12776.0
150000.0,1,1,2,41,-1,2,-1,-1,-1,-1,0,7920.0,4950.0
80000.0,2,2,2,23,0,0,0,0,0,-1,0,40273.0,23748.0
70000.0,2,2,1,62,2,0,0,0,0,0,1,305900.0,11475.0
50000.0,1,3,2,26,0,0,0,0,0,-1,0,114791.0,24969.0
20000.0,2,3,1,49,0,0,0,0,0,0,0,69290.0,4417.0
20000.0,1,2,1,45,-2,-2,-2,-2,-2,-2,0,3211.0,1560.0
550000.0,1,2,1,47,0,0,0,0,0,-2,0,230325.0,35000.0
200000.0,2,3,2,53,-1,0,-1,0,0,-1,0,9258.0,6067.0
80000.0,2,2,2,26,0,0,-1,0,0,-1,0,158798.0,47007.0
200000.0,2,1,1,41,-1,-1,-1,-1,-1,-1,0,39583.0,38238.0
100000.0,1,1,1,31,0,0,0,0,0,0,0,407339.0,21000.0
150000.0,2,2,2,28,0,0,0,0,2,2,0,315501.0,14100.0
160000.0,1,3,2,30,0,0,0,0,-2,-2,0,828563.0,17733.0
20000.0,2,2,1,24,1,2,0,0,2,2,0,117174.0,4767.0
20000.0,2,2,1,32,3,2,2,7,7,7,1,14400.0,0.0
30000.0,2,2,2,22,-1,0,-1,-1,-1,-1,0,20477.0,19426.0
150000.0,2,1,1,37,-1,-1,-1,0,0,-1,0,10575.0,5591.0
30000.0,1,2,3,45,0,-1,-1,0,0,-2,0,5340.0,1170.0
20000.0,1,1,2,24,-1,-1,-1,-1,-1,-1,0,28531.0,29087.0
70000.0,2,2,2,30,0,0,0,0,0,0,0,34797.0,4980.0
20000.0,2,2,2,26,0,0,0,0,0,0,0,96617.0,4730.0
360000.0,2,1,2,28,-1,-1,-1,-1,0,0,0,200138.0,122220.0
180000.0,2,2,2,44,-1,-1,-1,-1,2,-1,0,26459.0,24081.0
30000.0,2,2,1,42,0,0,0,0,0,0,0,199327.0,9164.0
80000.0,2,2,2,34,0,0,0,2,2,2,0,172717.0,8838.0
260000.0,1,2,1,28,0,0,0,0,0,0,0,1122241.0,42124.0
200000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,0,12369.0,13619.0
130000.0,1,1,2,27,-1,-1,-1,-1,0,-1,1,6103.0,5354.0
190000.0,1,1,1,55,-1,-1,-1,-1,-1,-1,1,14996.0,14996.0
150000.0,2,1,1,35,0,0,0,0,0,0,0,188010.0,26175.0
50000.0,1,2,1,27,0,0,0,0,0,0,0,95919.0,25086.0
130000.0,2,2,2,37,2,2,2,2,0,0,1,515505.0,18400.0
50000.0,2,1,2,24,0,0,0,2,0,0,0,182927.0,10400.0
140000.0,2,3,2,23,-2,-2,-2,-2,-2,-2,0,224756.0,10695.0
50000.0,1,1,2,25,0,0,0,-2,-2,-2,0,96676.0,5000.0
140000.0,2,2,1,24,-1,-1,-1,-1,-1,-1,0,4176.0,4176.0
230000.0,1,2,2,28,-2,-2,-2,-2,-2,-2,0,7431.0,7796.0
140000.0,2,2,2,31,3,3,2,2,2,2,1,777852.0,30700.0
180000.0,1,1,2,29,0,0,0,0,0,2,0,684985.0,24100.0
260000.0,2,1,2,34,-2,-2,-2,-2,-2,-2,0,9219.0,3982.0
200000.0,1,1,1,34,-1,-1,-1,-1,-1,-2,0,10262.0,6625.0
30000.0,1,2,2,28,1,-1,-1,-2,-2,-2,1,780.0,780.0
260000.0,2,1,2,33,-2,-2,-2,-2,-2,-2,0,15750.0,15979.0
150000.0,1,2,1,39,2,2,0,0,0,2,1,716997.0,22393.0
320000.0,2,1,2,27,-1,0,0,0,-1,0,0,153421.0,57355.0
90000.0,2,3,2,26,0,0,0,0,0,0,0,184291.0,95000.0
170000.0,2,2,2,27,0,0,0,0,0,0,0,206260.0,29394.0
430000.0,2,1,2,33,0,0,0,0,0,0,0,1644588.0,243206.0
100000.0,2,1,2,26,-1,-1,-2,-2,-2,-2,1,25908.0,0.0
110000.0,1,2,1,32,0,0,0,0,0,2,0,444141.0,13698.0
170000.0,2,1,1,41,0,0,0,0,0,0,0,593571.0,24500.0
30000.0,1,2,2,30,0,0,0,0,-1,0,0,138800.0,35914.0
170000.0,2,2,2,24,0,0,0,0,0,0,0,299649.0,32000.0
120000.0,1,3,1,49,0,-1,-1,-1,-1,-1,1,139144.0,20794.0
30000.0,1,1,2,38,2,0,0,0,0,0,0,381140.0,68460.0
90000.0,2,2,2,39,0,0,0,0,0,0,1,229657.0,8128.0
130000.0,2,3,1,26,0,0,2,2,2,0,0,769359.0,33600.0
50000.0,1,3,2,26,2,0,0,0,0,0,1,252682.0,11536.0
400000.0,2,2,2,44,-1,-1,-1,-1,-1,-1,0,145331.0,141048.0
210000.0,1,1,2,33,-1,-1,-1,-1,-1,-1,0,1896.0,1896.0
50000.0,1,2,1,41,0,0,0,0,0,0,1,182877.0,13604.0
280000.0,1,1,1,39,-1,-1,-1,-2,-2,-1,0,32870.0,166549.0
420000.0,2,3,2,25,1,2,0,0,0,0,1,367178.0,31108.0
200000.0,2,2,2,33,0,0,0,0,0,0,0,1162808.0,36500.0
60000.0,1,2,2,28,2,2,2,0,0,0,1,357249.0,34800.0
300000.0,1,1,2,30,-2,-2,-2,-2,-2,-2,0,3844.0,3009.0
80000.0,1,2,2,29,-1,0,0,0,0,0,0,288272.0,11665.0
320000.0,2,1,1,37,-2,-2,-2,-2,-2,-2,0,31600.0,20799.0
190000.0,2,1,2,47,-1,-1,-1,-1,-1,-1,0,45394.0,45785.0
80000.0,1,2,1,53,0,0,0,-2,-2,-2,1,12466.0,1000.0
120000.0,2,2,2,27,0,0,0,0,0,2,0,179613.0,16500.0
130000.0,2,2,2,36,0,0,0,0,0,0,0,586328.0,33003.0
140000.0,2,2,1,48,0,0,0,0,0,0,0,1512640.0,58200.0
30000.0,2,1,2,43,0,0,0,0,0,0,0,150062.0,5923.0
360000.0,1,1,1,32,-1,-1,-1,0,0,0,0,16970.0,10268.0
500000.0,2,1,2,41,-1,-1,-1,-1,-1,-1,1,8622.0,6280.0
210000.0,2,2,2,38,0,0,0,0,0,0,0,489410.0,23700.0
90000.0,1,2,1,35,0,0,0,0,0,0,1,402188.0,15540.0
570000.0,2,1,2,30,0,0,0,-1,0,-1,0,1053170.0,251113.0
40000.0,2,1,2,27,-1,0,0,-1,-1,0,1,262269.0,118505.0
10000.0,1,2,2,22,2,0,0,-1,-1,-2,1,28336.0,3041.0
200000.0,2,1,2,25,-1,-1,-2,-1,-1,-1,0,199158.0,106780.0
180000.0,2,2,1,28,0,0,0,0,0,0,0,258973.0,12002.0
80000.0,1,3,2,42,0,0,2,0,0,0,0,116117.0,21548.0
370000.0,1,1,2,37,-2,-2,-2,-2,-2,-2,0,52114.0,39736.0
90000.0,2,1,1,43,0,0,0,0,2,2,1,425736.0,40204.0
360000.0,2,1,2,29,-1,0,0,0,0,-1,0,81962.0,39030.0
110000.0,2,2,1,55,0,0,0,0,0,0,0,102571.0,6900.0
200000.0,1,2,1,33,0,0,0,0,0,0,0,433961.0,24993.0
50000.0,1,2,2,28,0,0,0,2,0,0,0,69643.0,7400.0
300000.0,1,3,2,43,0,0,0,0,0,0,0,879296.0,31120.0
300000.0,1,1,1,38,-2,-2,-2,-2,-2,-2,1,0.0,0.0
90000.0,2,2,1,47,0,0,0,0,0,0,0,172206.0,12000.0
80000.0,1,2,2,35,0,0,0,0,0,0,0,402660.0,16523.0
30000.0,2,2,3,54,1,-2,-2,-2,-1,0,0,41182.0,25147.0
80000.0,1,2,1,29,0,0,-1,-1,-1,0,0,193822.0,42950.0
50000.0,1,2,2,23,1,2,2,2,0,0,0,99487.0,13500.0
50000.0,2,2,2,31,1,-2,-2,-2,-2,-2,0,0.0,0.0
80000.0,1,1,2,26,0,0,0,0,0,0,0,428196.0,14608.0
80000.0,2,2,2,25,0,0,0,0,0,0,1,516777.0,39593.0
120000.0,2,2,2,26,-1,-1,-1,-1,-1,-1,0,22164.0,20270.0
240000.0,2,1,2,35,-2,-2,-2,-2,-2,-2,0,3228.0,20353.0
360000.0,1,3,1,32,0,0,0,0,0,0,0,532523.0,121418.0
20000.0,2,3,1,42,-1,-1,-1,-1,-1,-1,0,33821.0,25764.0
70000.0,2,1,2,25,1,2,2,2,2,2,0,334664.0,12135.0
60000.0,1,2,2,35,1,2,0,-1,-1,0,0,296402.0,66221.0
190000.0,2,3,2,31,-1,-1,-1,-2,-2,-2,0,1655.0,35607.0
290000.0,1,3,1,53,0,0,0,0,0,0,0,1635456.0,64300.0
300000.0,2,3,2,31,0,0,0,0,0,0,0,845982.0,227644.0
160000.0,2,2,2,32,0,0,0,0,0,0,0,933544.0,35100.0
180000.0,2,1,1,35,0,0,0,0,0,0,0,663172.0,27200.0
200000.0,1,1,1,41,-1,-1,-1,-1,-1,-1,1,3480.0,3599.0
250000.0,2,1,2,35,-2,-2,-2,-2,-2,-2,0,1590.0,268.0
400000.0,2,1,1,42,-1,2,-1,-1,-1,-1,0,123904.0,124484.0
30000.0,2,3,1,23,1,2,0,0,0,2,1,168156.0,8234.0
150000.0,1,3,1,49,0,0,0,0,0,0,0,124646.0,16712.0
80000.0,2,2,1,41,0,0,0,2,0,0,0,304916.0,11852.0
50000.0,2,2,1,47,0,0,0,0,0,0,0,251795.0,12182.0
80000.0,2,3,1,46,0,0,0,0,0,0,0,258394.0,10403.0
240000.0,1,1,3,65,0,0,0,-1,-1,-1,0,177857.0,174557.0
500000.0,1,1,1,43,-1,-1,2,-1,-1,0,0,346142.0,245003.0
30000.0,2,3,2,27,2,2,2,2,2,2,1,84631.0,3800.0
210000.0,2,2,1,44,0,0,0,0,0,0,0,463385.0,18900.0
140000.0,1,1,2,31,-1,-1,-1,-1,-1,-2,0,6107.0,1207.0
150000.0,1,4,3,27,-1,-1,0,0,-2,-2,0,11611.0,7147.0
260000.0,1,2,1,34,0,0,0,0,0,0,1,698977.0,23430.0
310000.0,1,1,1,36,-1,-1,-1,-1,-1,-1,0,54143.0,55110.0
280000.0,2,1,1,57,-1,-1,-1,2,2,3,0,23397.0,10579.0
20000.0,1,2,2,45,0,0,0,0,0,0,1,116308.0,8972.0
230000.0,2,1,2,29,-1,-1,-1,-1,0,-1,0,22411.0,26066.0
30000.0,1,2,2,32,3,2,2,2,0,0,0,176359.0,4296.0
30000.0,1,6,2,49,0,0,0,0,0,0,0,174753.0,20842.0
20000.0,2,3,3,56,-1,2,-1,-1,0,-1,1,7517.0,5492.0
100000.0,2,1,2,29,-1,-1,-1,0,0,0,0,264295.0,93395.0
50000.0,1,3,1,34,0,0,0,0,0,0,0,72158.0,23407.0
200000.0,1,1,2,29,0,0,0,0,0,0,0,198009.0,32295.0
60000.0,2,2,1,57,0,0,0,0,0,0,0,144567.0,12476.0
20000.0,1,2,1,28,0,0,0,0,0,0,0,116920.0,8981.0
100000.0,2,2,1,49,-2,-2,-2,-2,-2,-2,0,4953.0,3692.0
30000.0,1,1,2,56,2,0,0,0,0,0,0,170793.0,7475.0
10000.0,1,3,1,42,1,2,0,-1,0,0,0,46524.0,14001.0
220000.0,2,1,1,49,-2,-2,-2,-2,-2,-2,1,5028.0,5028.0
160000.0,2,1,1,35,1,-2,-2,-2,-2,-2,1,0.0,1404.0
320000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,0,11332.0,21416.0
90000.0,1,2,2,25,0,0,0,0,0,0,0,378423.0,16000.0
180000.0,1,2,1,42,2,0,0,0,0,0,1,175495.0,8008.0
150000.0,2,2,2,26,0,0,0,0,0,0,0,435635.0,23819.0
50000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,0,-2000.0,2000.0
200000.0,1,1,2,40,0,0,0,0,0,0,0,431712.0,19700.0
110000.0,2,3,2,46,0,0,0,0,0,0,1,235326.0,10000.0
50000.0,1,2,2,47,0,0,0,0,0,0,0,114660.0,9000.0
80000.0,2,3,1,35,0,0,0,0,0,0,0,207283.0,9471.0
200000.0,2,1,1,31,0,0,2,2,0,0,0,462099.0,18228.0
210000.0,2,1,2,33,1,-2,-2,-2,-2,-2,0,0.0,0.0
210000.0,1,2,2,30,0,0,0,0,0,0,0,359492.0,48326.0
80000.0,2,1,2,24,1,2,0,0,0,0,0,32714.0,13032.0
60000.0,2,1,2,28,0,0,0,0,0,0,0,167171.0,12400.0
60000.0,2,2,2,26,0,0,0,0,0,0,0,224515.0,8661.0
180000.0,1,1,2,34,-1,0,-1,-1,-1,-1,0,48679.0,19067.0
190000.0,2,2,2,26,0,0,2,0,0,0,0,746552.0,46820.0
150000.0,1,1,1,33,0,0,0,0,0,0,0,819828.0,32030.0
10000.0,1,1,2,23,1,-2,-2,-2,-2,-2,0,0.0,0.0
100000.0,1,2,1,29,-1,-1,-1,-2,-2,-2,1,3300.0,6432.0
100000.0,2,1,1,27,0,0,2,0,0,2,0,250213.0,11371.0
450000.0,1,3,1,39,0,0,0,-1,-1,0,0,153489.0,73864.0
240000.0,1,2,1,36,0,0,2,2,0,0,0,1398375.0,64607.0
30000.0,2,1,2,23,2,0,0,0,0,0,1,166450.0,11000.0
160000.0,2,3,2,41,-1,2,2,0,0,0,0,173563.0,8900.0
220000.0,1,1,1,39,1,-2,-2,-2,-2,-2,0,0.0,0.0
220000.0,1,2,1,47,2,4,3,2,2,2,1,1212160.0,23004.0
20000.0,1,1,2,31,0,0,0,0,0,0,0,118529.0,6208.0
120000.0,1,2,1,45,0,0,0,2,-1,-1,0,75574.0,27039.0
70000.0,2,3,1,36,0,0,0,2,0,0,1,185906.0,8204.0
160000.0,2,1,1,40,-1,-1,-1,-1,-1,-1,0,32540.0,31879.0
90000.0,2,2,2,39,-1,2,-1,-1,0,0,0,6917.0,2124.0
240000.0,2,1,2,26,-1,2,-1,-1,0,-1,1,13699.0,9232.0
110000.0,2,1,2,26,0,0,0,0,0,0,0,478632.0,14817.0
60000.0,2,2,1,49,0,0,0,0,0,0,0,270693.0,10943.0
200000.0,1,1,2,26,-1,-1,-2,-2,-2,-2,0,-706.0,0.0
130000.0,2,3,1,33,0,0,0,0,0,0,0,496353.0,14482.0
360000.0,2,1,2,35,1,-2,-2,-2,-2,-1,0,1392.0,14276.0
10000.0,2,3,1,48,0,0,0,0,0,0,0,33785.0,2358.0
50000.0,1,2,2,24,1,3,3,2,2,0,0,310563.0,8005.0
70000.0,2,3,1,30,2,2,2,2,2,2,1,346682.0,14600.0
110000.0,2,2,1,28,0,0,0,0,0,0,0,103208.0,5367.0
290000.0,2,2,2,26,0,0,0,0,0,0,0,405707.0,56122.0
100000.0,1,2,2,27,0,0,0,0,0,0,0,477762.0,17693.0
100000.0,2,2,2,24,0,-1,-1,-1,-1,-1,0,37163.0,24042.0
30000.0,2,6,1,45,0,0,0,0,0,0,0,135165.0,11597.0
230000.0,2,2,1,42,-2,-2,-2,-2,-2,-2,1,2580.0,2580.0
30000.0,2,1,1,22,2,2,0,0,0,0,0,155853.0,5910.0
20000.0,2,3,1,42,2,0,0,0,2,2,1,115056.0,6536.0
200000.0,1,2,1,54,0,0,0,0,0,0,0,975215.0,39000.0
90000.0,2,3,2,24,-1,-1,-1,-1,-1,-2,1,19548.0,19045.0
60000.0,2,3,2,44,-1,-1,-2,-2,-2,-2,0,2802.0,0.0
280000.0,1,2,2,38,2,2,2,0,0,0,1,1003378.0,28924.0
20000.0,2,2,2,24,0,0,0,2,0,0,0,113845.0,8000.0
80000.0,2,1,1,32,1,-2,-1,-1,-1,-1,0,11211.0,11211.0
190000.0,2,2,2,35,0,0,0,0,0,0,0,408360.0,19183.0
20000.0,1,2,1,24,0,0,0,0,0,0,1,72987.0,6000.0
80000.0,2,1,2,24,0,0,0,-1,-1,0,0,234654.0,86126.0
20000.0,2,3,2,34,-2,-2,-2,-2,-2,-2,1,0.0,0.0
60000.0,1,2,2,27,0,0,0,0,0,0,0,250964.0,9431.0
140000.0,1,2,2,27,2,2,2,0,0,2,0,199230.0,10000.0
360000.0,2,3,1,36,2,0,0,-2,-2,-2,0,304427.0,7000.0
100000.0,2,3,1,35,0,0,0,0,0,0,0,498272.0,26100.0
80000.0,2,3,1,46,2,0,0,0,0,2,1,481079.0,29518.0
140000.0,2,1,2,29,1,2,0,0,0,0,0,709280.0,20034.0
200000.0,1,3,2,30,0,0,0,0,0,0,0,513679.0,20825.0
190000.0,2,2,2,26,-1,-1,-1,-1,-1,-1,0,62554.0,129968.0
50000.0,2,3,2,51,0,0,0,0,0,0,0,155961.0,12939.0
230000.0,2,1,1,30,-1,-1,0,0,0,0,1,89096.0,55761.0
150000.0,2,2,1,38,-2,-2,-2,-2,-2,-2,0,8141.0,53318.0
80000.0,2,1,2,25,0,0,0,0,0,0,0,249425.0,16000.0
50000.0,1,2,2,31,0,0,0,0,0,0,1,83951.0,16327.0
380000.0,2,1,1,43,-1,-1,-1,-1,-1,-1,0,52685.0,35908.0
120000.0,1,3,1,30,2,2,2,0,0,2,0,649118.0,19920.0
320000.0,2,2,2,27,0,0,2,0,0,0,0,1093186.0,45100.0
260000.0,1,2,2,37,-1,-1,-1,-1,-1,-2,0,936.0,1150.0
10000.0,2,2,2,31,0,0,0,0,0,0,0,60815.0,5457.0
360000.0,2,1,1,36,-2,-2,-2,-2,-2,-2,0,0.0,0.0
60000.0,2,2,1,47,0,0,0,0,0,0,0,321696.0,13970.0
30000.0,1,2,1,58,-1,-1,-1,-1,-1,-1,1,22770.0,21178.0
130000.0,2,2,2,42,2,2,2,2,2,2,0,747171.0,30200.0
50000.0,1,2,2,40,1,1,-1,-1,0,0,0,130328.0,44104.0
120000.0,1,2,2,28,0,0,0,0,0,0,0,564303.0,28557.0
20000.0,1,2,1,47,-1,-1,-1,-2,-2,-2,0,1170.0,780.0
20000.0,1,3,1,46,1,2,0,0,0,0,0,118064.0,6258.0
170000.0,2,2,2,47,0,0,0,0,0,0,0,223530.0,10500.0
500000.0,1,2,1,31,0,0,0,0,0,-2,0,25611.0,174105.0
120000.0,2,2,2,25,2,2,2,2,2,2,0,703798.0,21679.0
30000.0,2,2,1,26,2,2,2,2,2,2,1,180319.0,8583.0
60000.0,2,2,1,35,2,0,0,2,2,2,1,239711.0,9800.0
260000.0,1,1,2,30,-1,-1,-1,-1,-1,-1,1,2394.0,2394.0
100000.0,1,2,2,27,-2,-2,-2,-2,-2,-2,0,102721.0,69555.0
550000.0,1,5,1,37,0,0,0,0,0,0,1,1388034.0,164982.0
100000.0,2,2,2,37,1,2,-1,-1,-2,-2,1,8976.0,6517.0
100000.0,1,1,2,31,0,0,2,2,-1,-1,0,115921.0,7000.0
370000.0,2,2,2,38,0,0,0,0,0,0,0,398805.0,77503.0
80000.0,2,1,2,33,0,0,0,0,0,0,0,226100.0,32794.0
500000.0,1,2,1,48,-2,-2,-2,-2,-2,-2,0,10776.0,10173.0
340000.0,1,2,1,35,0,0,0,0,0,0,0,741094.0,21280.0
210000.0,2,2,1,41,-1,0,-1,-1,-1,-1,0,87220.0,79762.0
50000.0,2,3,1,27,0,0,0,0,0,0,0,135122.0,10053.0
20000.0,1,2,2,44,0,0,0,-1,-1,-1,0,59977.0,5699.0
10000.0,1,3,1,40,1,2,2,3,2,2,1,49225.0,4104.0
130000.0,1,1,2,37,0,0,0,0,0,0,0,399904.0,12700.0
50000.0,1,2,2,38,0,0,0,0,0,0,0,195107.0,21014.0
440000.0,2,2,2,39,0,0,0,0,0,0,0,2725424.0,153430.0
80000.0,2,3,1,39,0,0,0,-2,-1,-1,0,10467.0,2715.0
20000.0,1,6,2,27,0,0,0,0,0,-2,0,75186.0,4804.0
230000.0,1,2,2,32,0,0,0,0,0,0,0,142857.0,5236.0
300000.0,2,1,2,42,-1,-1,-1,0,0,-2,0,16685.0,10468.0
290000.0,2,2,2,41,-1,0,0,0,0,0,0,136759.0,27000.0
90000.0,2,1,2,29,0,0,0,0,0,0,0,362482.0,12954.0
180000.0,1,1,2,26,-1,-1,-1,-1,-1,-1,1,5835.0,5089.0
50000.0,1,2,2,22,0,0,0,0,0,0,0,274528.0,65496.0
10000.0,1,2,2,27,0,0,0,0,0,0,0,51639.0,6786.0
200000.0,1,1,1,44,0,0,0,0,-2,-2,0,604435.0,19700.0
300000.0,2,1,2,33,-2,-2,-2,-2,-2,-2,0,2512.0,1592.0
200000.0,1,2,2,28,0,0,0,0,0,0,0,568037.0,24513.0
50000.0,1,2,2,27,0,0,0,-1,2,0,1,277283.0,58570.0
390000.0,2,2,1,45,1,-2,-2,-2,-2,-2,1,0.0,3971.0
50000.0,1,2,2,23,0,0,-2,-2,-1,2,1,81642.0,15779.0
450000.0,2,1,3,37,1,-2,-2,-2,-2,-2,0,0.0,0.0
500000.0,1,1,1,37,1,2,0,0,0,0,0,2466458.0,64709.0
50000.0,2,1,2,30,2,0,0,0,0,0,0,30194.0,6009.0
50000.0,1,1,2,30,0,0,2,2,2,0,0,285573.0,23849.0
350000.0,2,3,1,50,-1,-1,-1,-1,-1,-1,0,87232.0,52431.0
80000.0,1,3,2,35,2,0,0,0,0,0,1,425536.0,55999.0
260000.0,1,2,1,42,3,3,2,2,0,0,1,1279218.0,31900.0
360000.0,2,2,1,30,0,0,-2,-2,-2,-2,0,4728.0,10500.0
250000.0,2,1,2,29,0,0,0,0,0,0,0,508838.0,49000.0
110000.0,1,2,2,24,2,2,2,2,2,2,1,620223.0,23300.0
40000.0,2,3,1,24,1,8,7,6,5,4,0,147650.0,0.0
100000.0,2,2,1,29,0,0,0,0,0,0,0,672346.0,32214.0
170000.0,2,1,2,30,2,0,0,0,0,0,1,178627.0,10233.0
50000.0,1,2,2,30,1,2,0,0,0,2,0,220483.0,6500.0
160000.0,2,2,2,50,-1,2,-1,0,-1,2,0,8185.0,2793.0
180000.0,2,2,1,41,0,0,0,0,0,0,0,601997.0,25824.0
500000.0,1,2,2,38,0,0,0,0,-1,0,0,114263.0,45573.0
290000.0,2,2,1,35,1,-1,-1,-1,0,0,0,63867.0,28602.0
70000.0,2,2,2,23,2,0,0,0,2,0,1,348441.0,11424.0
200000.0,1,1,2,31,0,0,0,0,0,0,0,978958.0,36425.0
50000.0,1,2,2,38,0,0,0,0,0,0,0,183871.0,6906.0
230000.0,2,3,2,26,0,0,0,0,0,0,0,75965.0,4048.0
90000.0,2,2,1,30,-1,-1,-1,-1,0,0,0,23045.0,10764.0
240000.0,2,2,1,46,0,0,0,0,-2,-2,0,719703.0,22872.0
80000.0,2,3,1,38,0,0,0,-2,-2,-2,1,50239.0,1000.0
80000.0,2,2,1,38,-2,-2,-2,-2,-2,-1,0,390.0,390.0
160000.0,2,2,1,38,0,0,0,0,2,2,0,676892.0,27485.0
160000.0,2,1,2,31,0,0,0,0,0,0,0,888371.0,34117.0
170000.0,2,3,1,44,0,0,0,0,0,-1,0,743396.0,134737.0
330000.0,1,2,1,29,0,0,0,0,0,0,0,96374.0,8693.0
170000.0,1,1,2,27,0,0,2,2,2,2,0,870813.0,48851.0
20000.0,1,1,2,27,0,0,0,0,0,0,0,108299.0,7565.0
20000.0,2,3,1,56,2,0,0,0,0,0,0,86118.0,8500.0
260000.0,2,2,1,43,-1,-1,-1,-2,-1,-1,0,13461.0,18441.0
60000.0,1,2,2,28,0,0,2,2,2,2,1,246030.0,10610.0
10000.0,1,2,2,22,0,0,0,0,0,0,0,22761.0,7227.0
140000.0,2,1,2,27,-1,-1,-1,0,-1,-1,0,38296.0,32918.0
180000.0,2,1,2,35,0,0,0,0,0,0,0,411303.0,22700.0
80000.0,2,1,2,23,0,0,0,0,0,0,0,300109.0,22177.0
360000.0,2,3,2,34,-2,-2,-2,-2,-2,-2,1,0.0,0.0
100000.0,2,1,2,31,-2,-2,-2,-2,-2,-2,0,3105.0,2524.0
160000.0,1,2,1,40,-1,-1,-1,-2,-2,-2,0,4599.0,2941.0
150000.0,2,1,1,34,0,0,0,0,0,0,0,735421.0,80190.0
160000.0,2,1,2,29,-1,-1,0,0,0,0,0,47927.0,11803.0
160000.0,1,3,2,44,-1,-1,-1,0,-1,-1,0,2750.0,2725.0
130000.0,1,1,2,29,0,0,-2,-2,-2,-2,0,120000.0,0.0
90000.0,2,2,1,37,-1,2,-1,2,-1,-1,0,17571.0,23384.0
210000.0,2,1,1,34,0,0,0,0,0,0,0,919529.0,33267.0
80000.0,2,1,1,38,-2,-2,-2,-2,-2,-2,0,517.0,856.0
20000.0,1,3,1,48,-1,0,-1,-1,2,0,1,8913.0,4537.0
290000.0,2,2,1,39,-1,-1,-1,-1,-1,-1,0,1877.0,4389.0
30000.0,1,1,2,24,2,0,0,0,0,2,0,166661.0,8607.0
120000.0,1,2,1,34,-1,-1,-1,-1,0,0,0,39004.0,47541.0
260000.0,1,1,2,30,0,0,0,0,0,0,0,143117.0,4822.0
320000.0,2,2,2,33,-1,-1,-1,-1,-1,-1,0,36731.0,21506.0
180000.0,2,1,2,28,0,0,0,0,0,2,0,487949.0,18500.0
300000.0,2,2,2,30,-1,-1,-1,-1,2,-1,0,11049.0,13002.0
80000.0,2,2,2,23,1,2,2,2,2,2,1,138844.0,6600.0
500000.0,2,3,1,44,2,-1,0,0,0,-1,1,1076435.0,352681.0
310000.0,2,1,2,26,0,0,0,0,0,0,0,174915.0,7482.0
260000.0,2,1,1,31,0,0,0,0,0,0,0,1571941.0,56930.0
80000.0,2,1,1,27,3,2,0,0,0,3,1,451250.0,17946.0
130000.0,2,1,1,27,-1,-1,-1,-1,-1,-1,0,45781.0,50271.0
20000.0,1,2,2,27,3,2,0,0,0,-2,1,45956.0,3100.0
80000.0,2,3,1,35,2,2,2,2,2,0,1,436666.0,15762.0
300000.0,1,3,1,53,-2,-2,-2,-2,-2,-2,0,2768.0,2876.0
310000.0,1,1,1,32,1,2,0,0,2,0,0,1518235.0,43864.0
50000.0,2,3,1,44,0,0,0,0,0,0,0,212688.0,33350.0
20000.0,1,2,2,24,0,0,0,0,0,0,1,52112.0,6300.0
70000.0,2,2,2,22,0,0,0,0,0,0,0,169689.0,8710.0
130000.0,2,2,2,22,2,2,2,2,0,0,0,124032.0,25947.0
160000.0,2,2,2,32,0,0,0,0,0,-1,0,31623.0,8216.0
300000.0,1,1,1,45,1,-2,-2,-2,-2,-2,0,0.0,0.0
150000.0,1,1,1,36,1,-2,-2,-2,-1,-1,0,-1114.0,3000.0
200000.0,1,1,2,31,-2,-2,-2,-2,-2,-2,0,0.0,0.0
100000.0,2,1,2,28,0,0,0,0,0,0,0,606553.0,25000.0
220000.0,2,2,1,35,0,0,0,0,0,0,0,1196275.0,47300.0
70000.0,2,1,2,30,0,0,0,0,0,2,0,85453.0,5200.0
450000.0,2,3,2,40,-1,-1,-1,-1,0,0,0,137245.0,166388.0
280000.0,2,2,1,56,2,0,0,0,0,0,1,1562447.0,60502.0
300000.0,2,1,2,31,0,0,0,0,-1,-1,0,49579.0,6029.0
80000.0,2,2,1,23,-2,-2,-2,-2,-2,-2,1,2490.0,2100.0
260000.0,2,2,1,43,2,2,2,2,2,2,1,15000.0,0.0
150000.0,1,1,2,35,0,0,0,0,0,0,0,1413750.0,52000.0
80000.0,1,2,2,29,0,0,0,0,0,0,0,256177.0,31010.0
200000.0,2,3,1,28,-2,-2,-2,-2,-2,-2,1,12969.0,13952.0
340000.0,1,3,1,48,0,0,0,0,0,0,0,245435.0,70579.0
50000.0,2,1,2,26,1,-2,-2,-1,-1,-1,0,2987.0,5336.0
80000.0,1,2,1,47,0,0,0,0,0,0,0,293008.0,9868.0
80000.0,2,1,2,29,0,0,0,0,2,2,0,397647.0,18242.0
140000.0,2,1,2,27,0,0,0,0,0,0,0,124912.0,26000.0
